,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
641,468,Austin Reaves,SG,23,LAL,61,19,23.2,2.4,5.2,.459,0.9,2.7,.317,1.5,2.5,.616,.542,1.6,1.9,.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,.525,10.3,1.3,-1.9,-0.6,11.2,0.8,.371,-1.3,3.4,2.1,11.5,1.0,9.8,7.3,.600,12.4,0.0,2.9,.097
642,469,Cam Reddish,SF,22,TOT,49,7,20.7,3.4,8.3,.404,1.3,3.8,.359,2.0,4.6,.442,.485,2.1,2.3,.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,.451,7.0,1.4,-1.3,-0.3,8.6,0.8,.275,-1.0,2.7,0.2,12.8,2.3,11.1,5.7,.543,22.2,0.2,1.0,.046
643,469,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,.446,6.9,1.2,-1.5,-0.7,8.7,0.5,.233,-0.8,2.8,0.1,12.8,2.2,10.4,5.8,.537,23.2,0.1,0.6,.034
644,469,Cam Reddish,SF,22,NYK,15,0,14.3,1.8,4.3,.415,0.5,2.1,.258,1.3,2.3,.559,.477,1.9,2.1,.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1,.477,7.1,1.8,-0.8,1.2,8.2,0.3,.492,-2.0,2.5,0.1,12.9,2.8,14.1,5.3,.575,18.8,0.1,0.4,.092
645,470,Davon Reed,SG,26,DEN,48,5,13.9,1.7,3.4,.503,0.8,1.8,.430,0.9,1.6,.587,.618,0.2,0.3,.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4,.534,10.7,1.2,-0.3,0.3,15.2,0.7,.093,-0.6,2.4,0.9,12.2,1.8,8.7,9.0,.624,12.1,0.3,1.6,.117
646,471,Paul Reed,C,22,PHI,38,2,7.9,1.4,2.5,.563,0.1,0.2,.250,1.4,2.3,.591,.573,0.2,0.4,.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,.083,8.3,4.2,2.1,2.9,17.4,0.7,.146,-0.8,16.6,0.6,21.4,5.5,8.9,17.0,.568,16.7,0.3,1.3,.212
647,472,Naz Reid,C,22,MIN,77,6,15.8,3.0,6.2,.489,0.7,2.2,.343,2.3,4.0,.568,.549,1.5,1.9,.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,.349,8.7,5.6,0.0,0.5,18.0,1.6,.313,-0.5,8.8,1.5,17.2,1.6,13.2,13.3,.588,21.4,0.6,3.2,.125
648,473,Nick Richards,C,24,CHO,50,5,7.3,1.2,1.8,.667,0.0,0.0,,1.2,1.8,.667,.667,0.6,0.9,.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,.000,4.9,5.4,-2.8,-0.2,15.2,0.3,.478,-2.6,9.7,0.6,15.9,1.2,18.1,12.4,.689,15.4,-0.1,1.0,.125
649,474,Josh Richardson,SG,28,TOT,65,7,24.6,3.6,8.2,.438,1.6,3.8,.415,2.0,4.4,.458,.534,1.5,1.7,.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8,10.2,.461,10.1,1.6,0.1,0.7,9.4,2.0,.202,-0.6,2.8,1.6,12.8,1.7,10.2,6.2,.573,17.6,0.9,3.5,.106
650,474,Josh Richardson,SG,28,BOS,44,0,24.7,3.5,7.8,.443,1.4,3.5,.397,2.0,4.3,.481,.534,1.4,1.6,.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7,.455,8.7,1.9,0.2,1.2,9.6,1.5,.207,-1.0,2.7,1.0,12.2,1.6,9.4,6.2,.570,16.7,0.6,2.6,.113
651,474,Josh Richardson,SG,28,SAS,21,7,24.4,3.9,9.1,.429,1.9,4.3,.444,2.0,4.8,.416,.534,1.7,1.8,.946,0.8,2.1,2.9,2.3,1.0,0.3,1.3,1.6,11.4,.471,13.0,1.0,-0.2,-0.3,9.1,0.4,.194,0.1,3.2,0.5,14.0,2.1,11.5,6.1,.577,19.3,0.2,1.0,.091
652,475,Austin Rivers,SG,29,DEN,67,18,22.1,2.2,5.2,.417,1.2,3.4,.342,1.0,1.8,.563,.530,0.5,0.7,.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0,.660,8.0,0.4,-3.8,-0.3,6.9,1.1,.126,-3.5,1.5,0.1,7.2,1.7,12.8,4.3,.546,12.6,-0.7,1.2,.037
653,476,Duncan Robinson,SG,27,MIA,79,68,25.9,3.7,9.2,.399,2.9,7.9,.372,0.7,1.3,.569,.559,0.6,0.8,.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,.860,9.3,0.7,-0.6,-0.3,9.8,2.0,.084,-0.3,1.4,1.9,10.6,1.0,7.4,5.6,.573,17.7,0.7,3.9,.092
654,477,Justin Robinson,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1,.656,14.0,0.3,-7.6,-1.3,6.0,0.2,.086,-6.4,1.4,-0.5,3.6,1.4,15.0,3.7,.404,16.0,-0.4,-0.3,-0.055
655,477,Justin Robinson,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8,.649,13.7,0.0,-6.6,-0.3,5.8,0.1,.035,-6.3,1.1,-0.3,4.3,1.9,16.0,3.5,.415,14.8,-0.2,-0.1,-0.030
656,477,Justin Robinson,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7,.375,17.3,0.0,-26.2,-7.7,7.3,0.0,.000,-18.5,0.0,-0.1,-13.5,0.0,11.1,3.6,.125,25.8,-0.1,-0.1,-0.459
657,477,Justin Robinson,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6,.750,14.3,1.0,-6.9,-2.3,6.3,0.0,.214,-4.7,2.3,-0.1,4.9,0.5,14.0,4.2,.457,16.8,-0.1,-0.1,-0.041
658,478,Mitchell Robinson,C,23,NYK,72,62,25.7,3.6,4.8,.761,0.0,0.0,,3.6,4.8,.761,.761,1.2,2.5,.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,.000,3.2,7.1,2.2,1.2,19.1,3.2,.528,1.0,16.8,5.3,20.7,1.6,12.4,17.9,.722,11.4,2.0,8.5,.221
659,479,Jeremiah Robinson-Earl,C,21,OKC,49,36,22.2,2.7,6.6,.414,1.2,3.4,.352,1.6,3.2,.478,.503,0.8,1.1,.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,.509,6.7,1.3,-2.2,-0.3,19.1,1.0,.167,-1.9,7.0,0.4,11.7,1.3,10.1,13.0,.526,15.4,-0.1,1.5,.065
660,480,Isaiah Roby,PF,23,OKC,45,28,21.1,3.7,7.2,.514,1.0,2.2,.444,2.7,5.0,.545,.582,1.7,2.6,.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,.307,12.1,3.3,0.6,0.2,15.6,1.1,.359,0.4,8.0,1.8,18.3,1.8,10.3,11.8,.607,19.0,0.6,2.9,.147
661,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
662,481,Rajon Rondo,PG,35,TOT,39,1,17.9,1.7,4.5,.386,0.8,2.3,.352,0.9,2.3,.420,.474,0.5,0.7,.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,.500,33.1,0.8,-1.7,0.7,14.4,0.8,.148,-2.4,2.4,-0.1,10.9,2.1,26.6,8.5,.496,16.0,0.1,0.7,.048
663,481,Rajon Rondo,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1,.423,29.9,1.5,-4.5,0.3,14.5,0.3,.028,-4.8,3.7,-0.6,6.5,2.0,32.1,9.1,.383,15.7,-0.2,-0.3,-0.053
664,481,Rajon Rondo,PG,35,CLE,21,1,19.4,2.1,5.0,.429,1.1,2.8,.397,1.0,2.2,.468,.538,0.9,1.1,.750,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5,6.2,.552,35.3,0.2,0.3,1.0,14.3,0.5,.229,-0.7,1.4,0.5,13.9,2.2,22.7,8.0,.567,16.2,0.2,1.0,.119
665,482,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,.336,27.5,1.9,2.3,0.0,9.8,0.7,.113,2.3,3.5,0.8,16.9,1.7,11.9,6.6,.541,22.5,0.7,1.4,.108
666,483,Terrence Ross,SG,30,ORL,63,0,23.0,3.5,8.8,.397,1.2,4.2,.292,2.3,4.6,.493,.467,1.8,2.1,.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,.477,12.5,0.8,-3.7,-1.1,10.3,0.9,.235,-2.5,1.5,-0.5,10.0,0.9,10.9,5.9,.515,20.5,-0.6,0.3,.011
667,484,Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,.444,3.0,8.1,.374,4.1,7.9,.516,.539,2.1,2.4,.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,.508,19.7,1.0,1.7,-0.7,11.3,1.6,.151,2.4,2.4,4.3,17.6,1.8,7.2,6.8,.566,23.2,2.3,5.9,.115
668,485,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,.423,34.6,0.6,0.2,1.2,14.1,1.4,.251,-1.0,1.7,-0.1,14.0,2.5,16.5,8.0,.488,24.9,0.5,1.3,.064
669,486,D'Angelo Russell,PG,25,MIN,65,65,32.0,6.2,15.0,.411,2.7,8.0,.340,3.5,7.0,.492,.502,3.0,3.7,.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,.531,33.1,1.0,0.8,-1.5,10.1,1.5,.246,2.2,1.3,2.9,16.3,1.4,13.2,5.6,.544,25.1,1.4,4.4,.101
670,487,Matt Ryan,SF,24,BOS,1,0,5.0,1.0,5.0,.200,1.0,5.0,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.000,0.0,0.0,-13.7,-3.8,0.0,0.0,.000,-9.9,0.0,0.0,3.5,9.9,0.0,0.0,.300,44.0,0.0,0.0,-0.250
671,488,Domantas Sabonis,C-PF,25,TOT,62,61,34.5,7.1,12.5,.573,0.6,2.0,.312,6.5,10.5,.623,.598,4.0,5.4,.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,.162,23.6,1.1,4.1,0.9,29.0,1.8,.429,3.2,10.3,5.3,21.9,1.3,17.5,19.5,.637,22.3,3.2,7.1,.159
672,488,Domantas Sabonis,C,25,IND,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,.189,22.2,1.2,4.6,1.0,28.6,1.3,.452,3.6,10.4,4.4,22.2,1.4,17.3,19.4,.649,21.7,2.7,5.7,.168
673,488,Domantas Sabonis,PF,25,SAC,15,15,33.6,7.5,13.5,.554,0.3,1.1,.235,7.2,12.3,.584,.564,3.7,4.9,.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,.084,28.0,0.9,2.3,0.5,30.3,0.5,.366,1.8,9.8,0.9,21.0,1.2,18.1,20.0,.603,24.4,0.5,1.4,.132
674,489,Olivier Sarr,C,22,OKC,22,2,19.1,2.6,4.6,.574,0.6,1.3,.448,2.0,3.3,.625,.639,1.1,1.3,.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,.287,6.9,3.3,-4.0,-1.3,14.6,0.3,.287,-2.7,8.2,0.7,14.0,0.7,16.2,11.4,.672,13.9,-0.2,1.0,.116
675,490,Tomáš Satoranský,SG,30,TOT,55,13,16.5,1.3,3.5,.377,0.2,1.0,.208,1.1,2.5,.442,.406,0.8,1.0,.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,.277,27.0,0.5,-3.6,-0.3,12.1,0.6,.283,-3.3,3.3,0.5,10.2,1.6,17.6,7.7,.461,12.6,-0.4,1.0,.056
676,490,Tomáš Satoranský,SG,30,NOP,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8,.290,20.6,0.2,-5.6,-0.5,10.8,0.3,.234,-5.1,4.1,-0.3,6.5,1.4,16.3,7.4,.373,12.6,-0.4,0.0,-0.003
677,490,Tomáš Satoranský,SG,30,SAS,1,0,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,-1.8,-1.6,11.7,0.0,,-0.1,0.0,0.0,12.8,0.0,0.0,5.8,.852,8.3,0.0,0.0,.200
678,490,Tomáš Satoranský,SG,30,WAS,22,10,18.9,1.8,3.8,.476,0.3,1.0,.273,1.5,2.8,.548,.512,1.0,1.1,.840,0.4,2.4,2.8,4.9,0.7,0.2,1.0,1.7,4.9,.262,35.0,0.8,-1.3,0.0,13.6,0.3,.298,-1.3,2.4,0.7,14.4,1.8,19.5,8.1,.563,12.6,0.1,1.0,.120
679,491,Jordan Schakel,SG,23,WAS,4,0,7.5,0.3,2.8,.091,0.3,1.5,.167,0.0,1.3,.000,.136,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,.545,0.0,0.0,-13.0,-4.4,21.8,0.0,.182,-8.6,7.5,-0.2,-1.2,1.6,7.8,14.8,.210,19.1,-0.1,-0.1,-0.204
680,492,Admiral Schofield,SF,24,ORL,38,1,12.3,1.4,3.4,.419,0.7,2.1,.329,0.7,1.3,.560,.519,0.3,0.4,.800,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,.612,7.9,1.0,-5.4,-1.2,16.3,0.3,.116,-4.2,3.8,-0.1,7.5,0.4,13.4,10.0,.538,14.5,-0.4,0.3,.027
681,493,Dennis Schröder,SG-PG,28,TOT,64,29,28.7,4.9,11.3,.431,1.3,3.9,.344,3.5,7.4,.477,.490,2.5,2.9,.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,.345,24.2,0.4,-1.9,-0.4,10.5,1.9,.254,-1.5,2.0,1.0,13.0,1.4,15.1,6.3,.539,22.6,0.0,2.9,.076
682,493,Dennis Schröder,SG,28,BOS,49,25,29.2,5.2,11.9,.440,1.4,3.9,.349,3.9,8.0,.485,.497,2.5,3.0,.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4,.329,22.0,0.3,-1.2,0.0,10.0,1.8,.248,-1.2,2.2,1.0,13.5,1.4,13.8,6.2,.543,23.1,0.3,2.8,.092
683,493,Dennis Schröder,PG,28,HOU,15,4,26.9,3.7,9.3,.393,1.3,3.9,.328,2.4,5.5,.439,.461,2.3,2.6,.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9,.414,32.0,0.7,-4.4,-1.9,12.0,0.1,.279,-2.5,1.6,0.1,11.5,1.4,19.9,6.8,.519,20.6,-0.2,0.2,.020
684,494,Tre Scott,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,.167,0.0,8.1,-3.0,1.8,9.8,0.0,.000,-4.8,10.3,0.0,20.4,4.5,0.0,10.1,.500,24.1,0.0,0.0,.138
685,495,Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,.457,9.7,2.1,-4.8,-0.4,11.9,0.1,.217,-4.4,1.8,-0.1,9.3,1.6,12.2,7.0,.486,20.8,-0.1,0.0,.002
686,496,Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,.500,7.2,0.0,-5.9,-1.6,5.8,0.0,1.000,-4.3,0.0,0.0,4.3,0.0,0.0,2.8,.434,13.3,0.0,0.0,.016
687,497,Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,.474,0.4,1.6,.248,3.1,5.7,.539,.502,2.3,3.2,.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,.223,19.1,4.1,-1.0,0.6,18.9,1.3,.442,-1.6,10.1,0.8,16.0,1.9,18.8,14.5,.552,22.0,0.4,2.1,.068
688,498,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,.298,11.9,0.0,-4.1,-0.6,7.9,0.3,.258,-3.5,4.6,-0.4,11.2,1.6,15.6,6.3,.523,27.9,-0.2,-0.1,-0.009
689,499,Landry Shamet,SG,24,PHO,69,14,20.8,2.8,7.0,.394,1.8,4.8,.368,1.0,2.2,.450,.521,1.0,1.2,.840,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,.689,9.7,0.6,-1.2,-0.4,8.0,1.5,.167,-0.9,1.2,1.1,10.2,0.9,7.3,4.7,.550,16.8,0.3,2.6,.085
690,500,Day'Ron Sharpe,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,.047,6.7,3.4,-2.8,-2.5,21.4,0.5,.275,-0.3,23.2,0.8,20.7,1.2,15.2,22.3,.593,21.7,-0.1,1.2,.152
691,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
692,501,Pascal Siakam,PF,27,TOR,68,68,37.9,8.8,17.8,.494,1.1,3.2,.344,7.7,14.5,.527,.525,4.2,5.6,.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,.181,23.0,1.6,3.5,0.8,20.1,3.2,.314,2.7,5.1,4.9,20.3,1.6,11.6,12.2,.565,25.8,3.6,8.1,.151
693,502,Chris Silva,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6,.000,10.6,1.2,-4.9,0.1,28.2,0.1,.800,-5.0,16.5,0.1,11.6,0.0,28.3,22.4,.641,13.8,-0.1,0.3,.137
694,502,Chris Silva,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-5.8,-0.5,36.6,0.0,,-5.3,0.0,0.0,3.8,0.0,,17.9,,0.0,0.0,0.0,.052
695,502,Chris Silva,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9,.000,10.9,1.2,-4.9,0.1,27.9,0.1,.800,-5.0,17.0,0.1,11.9,0.0,28.3,22.6,.641,14.3,-0.1,0.3,.140
696,503,Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,.333,0.0,2.5,-11.1,-5.0,16.0,0.0,.733,-6.1,16.2,0.0,10.2,1.4,9.2,16.1,.428,27.5,-0.1,0.0,-0.011
697,504,Anfernee Simons,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,.555,22.2,0.4,-0.7,-2.7,8.5,-0.1,.146,1.9,1.6,2.0,15.3,0.9,11.9,4.9,.583,24.8,0.5,1.9,.055
698,505,Zavier Simpson,PG,24,OKC,4,4,43.5,4.8,13.0,.365,0.3,2.0,.125,4.5,11.0,.409,.375,1.3,1.3,1.000,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0,.154,25.2,2.1,-7.9,-1.9,11.4,0.1,.096,-6.0,1.2,-0.2,7.7,1.4,15.6,6.2,.406,15.9,-0.3,-0.1,-0.018
699,506,Jericho Sims,PF,23,NYK,41,5,13.5,1.0,1.3,.722,0.0,0.0,,1.0,1.3,.722,.722,0.3,0.7,.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,.000,5.3,3.9,-1.7,1.1,21.3,0.8,.537,-2.8,11.6,0.7,11.6,1.0,23.1,16.4,.674,6.9,0.0,1.5,.128
700,507,Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0,.700,4.9,3.3,-8.7,2.2,25.3,0.1,.000,-10.8,0.0,-0.1,0.1,5.4,0.0,12.0,.150,15.9,0.0,-0.1,-0.139
701,508,Javonte Smart,PG,22,TOT,17,1,11.8,1.1,3.5,.317,0.5,1.6,.296,0.6,1.9,.333,.383,0.3,0.4,.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,.450,10.4,1.5,-6.6,-0.8,10.0,0.2,.100,-5.9,2.7,-0.3,5.1,1.5,14.9,6.5,.407,15.9,-0.2,-0.2,-0.038
702,508,Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4,.419,10.9,1.2,-8.1,-0.8,9.7,0.1,.140,-7.3,2.7,-0.4,2.5,1.2,16.5,6.3,.340,14.6,-0.2,-0.2,-0.071
703,508,Javonte Smart,PG,22,MIA,4,0,10.0,2.0,4.3,.471,1.0,2.3,.444,1.0,2.0,.500,.588,0.0,0.0,,0.3,1.0,1.3,0.5,0.5,0.3,0.5,0.3,5.0,.529,8.1,2.6,-0.9,-0.7,11.2,0.1,.000,-0.2,2.9,0.0,15.6,2.5,10.5,7.1,.588,21.1,0.0,0.1,.094
704,509,Marcus Smart,PG,27,BOS,71,71,32.3,4.2,10.1,.418,1.7,5.1,.331,2.5,5.0,.506,.501,2.0,2.5,.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,.501,25.6,0.7,0.5,1.7,10.5,3.7,.249,-1.2,2.0,1.9,13.6,2.6,16.6,6.4,.540,18.3,1.5,5.6,.116
705,510,Dennis Smith Jr.,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,.143,30.5,1.9,-1.7,1.2,12.2,0.5,.339,-2.8,3.3,-0.1,13.2,3.4,19.0,7.6,.474,18.2,0.1,0.4,.031
706,511,Ish Smith,PG,33,TOT,65,1,17.3,2.8,6.6,.430,0.4,1.0,.373,2.5,5.6,.441,.459,0.2,0.4,.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3,.156,31.5,1.8,-2.9,-0.6,11.1,0.9,.056,-2.2,2.4,-0.3,12.5,2.0,15.0,6.8,.465,20.1,-0.2,0.5,.023
707,511,Ish Smith,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5,.135,25.9,1.8,-4.5,-0.7,9.7,0.3,.103,-3.7,2.2,-0.5,9.6,1.9,15.7,5.9,.434,19.1,-0.3,-0.1,-0.011
708,511,Ish Smith,PG,33,WAS,28,0,22.0,4.0,8.8,.457,0.5,1.5,.357,3.5,7.3,.478,.488,0.1,0.2,.600,0.5,2.5,3.0,5.2,1.0,0.5,1.5,1.6,8.6,.171,36.1,1.8,-1.5,-0.6,12.2,0.5,.020,-0.9,2.6,0.1,15.0,2.2,14.5,7.5,.489,20.9,0.1,0.7,.052
709,512,Jalen Smith,PF,21,TOT,51,8,18.1,3.5,6.9,.503,0.8,2.4,.328,2.7,4.5,.596,.560,1.5,2.0,.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,.349,3.9,3.9,-0.5,-1.4,24.5,1.1,.291,0.9,12.0,1.7,18.4,0.8,9.6,18.2,.595,20.3,0.3,2.8,.145
710,512,Jalen Smith,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0,.285,2.1,4.2,-2.3,-0.5,23.0,0.7,.380,-1.9,15.9,0.4,15.9,0.8,12.1,19.5,.547,20.5,0.0,1.1,.137
711,512,Jalen Smith,PF,21,IND,22,4,24.7,5.1,9.7,.531,1.4,3.8,.373,3.7,5.9,.631,.603,1.7,2.3,.760,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4,.390,5.1,3.7,0.8,-2.1,25.5,0.4,.235,2.9,9.3,1.3,20.2,0.8,7.8,17.3,.628,20.1,0.4,1.7,.150
712,513,Xavier Sneed,SF,24,TOT,9,0,4.3,0.2,1.1,.200,0.1,0.9,.125,0.1,0.2,.500,.250,0.0,0.0,,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,0.6,.800,3.3,0.0,-10.6,-3.7,10.9,0.0,.000,-6.9,5.5,-0.1,0.4,0.0,0.0,8.3,.250,11.0,-0.1,0.0,-0.056
