NameYear,Name,Pos,Type,OTm,PrevStats,NTm,ID,Weight,Height,Age,Tm,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PrevSal,NextSal,PrevYear
Rodney_Hood_2020,Rodney Hood,G-F,UFA,TOR,"4.5 Pts, 1.9 Reb, 1.0 Ast",MIL,/players/h/hoodro01.html,208,6-8,28.0,TOT,55.0,5.0,17.1,0.362,0.6,0.301,2.1,0.4,0.857,0.5,0.4,1.9,1.0,0.4,0.1,0.7,4.5,14.1,0.452,5.6,-0.7,0.3,-0.4,-0.019,-4.9,-1.4,-6.4,-1.0,"$10,047,450",0.0,2020
Justise_Winslow_2020,Justise Winslow,F,UFA,MEM,"6.8 Pts, 4.5 Reb, 1.9 Ast",LAC,/players/w/winslju01.html,222,6-6,24.0,MEM,26.0,1.0,19.5,0.352,0.4,0.185,2.1,0.8,0.571,1.3,0.7,4.5,1.9,0.6,0.5,1.4,6.8,21.9,0.395,6.2,-1.3,0.6,-0.7,-0.066,-6.2,0.2,-6.0,-0.5,"$13,000,000",0.0,2020
Josh_Hall_2020,Josh Hall,F,RFA,OKC,"4.1 Pts, 2.8 Reb, 1.3 Ast",OKC,/players/h/halljo01.html,190,6-9,20.0,OKC,21,1,16.0,0.303,0.2,0.108,1.8,1.0,0.5,2.1,0.3,2.8,1.3,0.2,0.0,1.2,4.1,18.1,0.363,1.0,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8,< $Minimum,0.0,2020
Bryce_Alford_2020,Bryce Alford,G,UFA,CHI,Did not play,,/players/a/alforbr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Derrick_Alston_Jr_2020,Derrick Alston Jr.,G-F,UFA,UTA,Did not play,,/players/a/alstode02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Justin_Anderson_2020,Justin Anderson,G,UFA,IND,Did not play,CLE,/players/a/anderju01.html,230,6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$125,000",0.0,2020
Alex_Antetokounmpo_2020,Alex Antetokounmpo,F,UFA,TOR,Did not play,,/players/a/antetal01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
LiAngelo_Ball_2020,LiAngelo Ball,G,UFA,CHO,Did not play,,/players/b/ballli01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mitch_Ballock_2020,Mitch Ballock,G,UFA,CLE,Did not play,,/players/b/ballomi01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
James_Banks_III_2020,James Banks III,C,UFA,NOP,Did not play,,/players/b/banksja02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Troy_Baxter_Jr_2020,Troy Baxter Jr.,F,UFA,CHI,Did not play,,/players/b/baxtetr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Giorgi_Bezhanishvili_2020,Giorgi Bezhanishvili,F,UFA,DEN,Did not play,,/players/b/bezhagi01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Tarik_Black_2020,Tarik Black,C-F,UFA,DEN,Did not play,,/players/b/blackta01.html,250,6-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Bennie_Boatwright_2020,Bennie Boatwright,F,UFA,IND,Did not play,,/players/b/boatwbe01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jordan_Bowden_2020,Jordan Bowden,G,UFA,BRK,Did not play,,/players/b/bowdejo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bryce_Brown_2020,Bryce Brown,G,UFA,BRK,Did not play,,/players/b/brownbr02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Chaundee_Brown_Jr_2020,Chaundee Brown Jr.,G-F,UFA,LAL,Did not play,LAL,/players/b/brownch05.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jared_Brownridge_2020,Jared Brownridge,,UFA,PHI,Did not play,,/players/b/brownja04.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Shaq_Buchanan_2020,Shaq Buchanan,G,UFA,MEM,Did not play,MEM,/players/b/buchash01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jordan_Burns_2020,Jordan Burns,G,UFA,SAS,Did not play,,/players/b/burnsjo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
DJ_Carton_2020,D.J. Carton,G,UFA,CHO,Did not play,,/players/c/cartodj01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Ahmad_Caver_2020,Ahmad Caver,G,UFA,MEM,Did not play,,/players/c/caverah01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Zylan_Cheatham_2020,Zylan Cheatham,F,UFA,NOP,Did not play,MIA,/players/c/cheatzy01.html,220,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,445,697",0.0,2020
Chris_Clemons_2020,Chris Clemons,G,UFA,BOS,Did not play,ATL,/players/c/clemoch01.html,180,5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,517,981",0.0,2020
Matt_Coleman_III_2020,Matt Coleman III,G,UFA,SAC,Did not play,,/players/c/colemma04.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Zach_Collins_2020,Zach Collins,C-F,UFA,POR,Did not play,SAS,/players/c/colliza01.html,250,6-11,23.0,Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),Did Not Play (injury—ankle),,,,,,,,,,,,"$5,406,255",0.0,2020
Jalen_Crutcher_2020,Jalen Crutcher,G,UFA,CHO,Did not play,,/players/c/crutcja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Derek_Culver_2020,Derek Culver,C,UFA,IND,Did not play,,/players/c/culvede01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jared_Cunningham_2020,Jared Cunningham,G,UFA,DET,Did not play,,/players/c/cunnija01.html,195,6-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Nando_De_Colo_2020,Nando De Colo,G,RFA,TOR,Did not play,,/players/d/decolna01.html,200,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Sam_Dekker_2020,Sam Dekker,F,UFA,TOR,Did not play,,/players/d/dekkesa01.html,230,6-9,26.0,Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),,,,,,,,,,,,0,0.0,2020
Javin_DeLaurier_2020,Javin DeLaurier,F,UFA,MIL,Did not play,,/players/d/delauja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jeff_Dowtin_2020,Jeff Dowtin,G,UFA,ORL,Did not play,GSW,/players/d/dowtije01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jaime_Echenique_2020,Jaime Echenique,C,UFA,WAS,Did not play,,/players/e/echenja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Rob_Edwards_2020,Rob Edwards,G,UFA,OKC,Did not play,OKC,/players/e/edwarro01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Vince_Edwards_2020,Vince Edwards,F,UFA,MIN,Did not play,,/players/e/edwarvi01.html,225,6-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
LJ_Figueroa_2020,L.J. Figueroa,G,UFA,GSW,Did not play,,/players/f/figuelj01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jordan_Ford_2020,Jordan Ford,G,UFA,LAC,Did not play,LAC,/players/f/fordjo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Marcus_Foster_2020,Marcus Foster,G,UFA,HOU,Did not play,,/players/f/fostema01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Melvin_Frazier_2020,Melvin Frazier,G,UFA,OKC,Did not play,OKC,/players/f/frazime01.html,215,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Jordan_Goodwin_2020,Jordan Goodwin,G,UFA,WAS,Did not play,WAS,/players/g/goodwjo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hassani_Gravett_2020,Hassani Gravett,G,UFA,ORL,Did not play,ORL,/players/g/graveha01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Josh_Gray_2020,Josh Gray,G,UFA,BRK,Did not play,,/players/g/grayjo01.html,180,6-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,620,564",0.0,2020
Tyler_Hall_2020,Tyler Hall,G,UFA,NYK,Did not play,NYK,/players/h/hallty01.html,209,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000",0.0,2020
Johnny_Hamilton_2020,Johnny Hamilton,C,UFA,ATL,Did not play,,/players/h/hamiljo03.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jaylen_Hands_2020,Jaylen Hands,G,UFA,DET,Did not play,,/players/h/handsja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Haywood_Highsmith_2020,Haywood Highsmith,F,UFA,PHI,Did not play,PHI,/players/h/highsha01.html,220,6-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Malcolm_Hill_2020,Malcolm Hill,F,UFA,NOP,Did not play,ATL,/players/h/hillma01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Aric_Holman_2020,Aric Holman,F,UFA,SAS,Did not play,,/players/h/holmaar01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Caleb_Homesley_2020,Caleb Homesley,G,UFA,WAS,Did not play,,/players/h/homesca01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Scotty_Hopson_2020,Scotty Hopson,G,UFA,OKC,Did not play,OKC,/players/h/hopsosc01.html,204,6-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Jay_Huff_2020,Jay Huff,F-C,UFA,WAS,Did not play,LAL,/players/h/huffja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Feron_Hunt_2020,Feron Hunt,F,UFA,DAL,Did not play,NOP,/players/h/huntfe01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Matthew_Hurt_2020,Matthew Hurt,F,UFA,HOU,Did not play,MEM,/players/h/hurtma01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Justin_Jaworski_2020,Justin Jaworski,G,UFA,OKC,Did not play,,/players/j/jaworju01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Damien_Jefferson_2020,Damien Jefferson,F,UFA,SAC,Did not play,,/players/j/jeffeda01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
BJ_Johnson_2020,B.J. Johnson,G,UFA,ORL,Did not play,ORL,/players/j/johnsbj01.html,200,6-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Nino_Johnson_2020,Nino Johnson,C,UFA,UTA,Did not play,,/players/j/johnsni02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Carlik_Jones_2020,Carlik Jones,G,UFA,DAL,Did not play,DAL,/players/j/jonesca03.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jemerrio_Jones_2020,Jemerrio Jones,F,UFA,MIL,Did not play,LAL,/players/j/jonesje01.html,174,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Braxton_Key_2020,Braxton Key,F,UFA,PHI,Did not play,PHI,/players/k/keybr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
George_King_2020,George King,G-F,UFA,LAC,Did not play,DAL,/players/k/kingge03.html,225,6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Brandon_Knight_2020,Brandon Knight,G,UFA,NYK,Did not play,DAL,/players/k/knighbr03.html,182,6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
AJ_Lawson_2020,A.J. Lawson,G,UFA,ATL,Did not play,,/players/l/lawsoaj01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Matt_Lewis_2020,Matt Lewis,G,UFA,MIN,Did not play,,/players/l/lewisma04.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Denzel_Mahoney_2020,Denzel Mahoney,F,UFA,SAS,Did not play,,/players/m/mahonde01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mac_McClung_2020,Mac McClung,G,UFA,LAL,Did not play,CHI,/players/m/mccluma01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Cameron_McGriff_2020,Cameron McGriff,F,UFA,CHO,Did not play,POR,/players/m/mcgrica01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Isaiah_Miller_2020,Isaiah Miller,G,UFA,MIN,Did not play,,/players/m/milleis01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jaylen_Morris_2020,Jaylen Morris,G,UFA,SAS,Did not play,SAS,/players/m/morrija01.html,185,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Ade_Murkey_2020,Ade Murkey,G,UFA,SAC,Did not play,SAC,/players/m/murkead01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Johnny_OBryant_2020,Johnny O'Bryant,F-C,UFA,MIL,Did not play,,/players/o/obryajo01.html,257,6-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
EJ_Onu_2020,E.J. Onu,F,UFA,DAL,Did not play,DAL,/players/o/onuej01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
John_Petty_Jr_2020,John Petty Jr.,G,UFA,NOP,Did not play,,/players/p/pettyjo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Micah_Potter_2020,Micah Potter,C,UFA,MIA,Did not play,DET,/players/p/pottemi01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Myles_Powell_2020,Myles Powell,G,UFA,NYK,Did not play,PHI,/players/p/powelmy01.html,195,6-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< $Minimum,0.0,2020
Trevelin_Queen_2020,Trevelin Queen,G,UFA,LAL,Did not play,HOU,/players/q/queentr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Brandon_Rachal_2020,Brandon Rachal,G,UFA,BRK,Did not play,,/players/r/rachabr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Austin_Reaves_2020,Austin Reaves,G,UFA,LAL,Did not play,,/players/r/reaveau01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Davon_Reed_2020,Davon Reed,G,UFA,DEN,Did not play,DEN,/players/r/reedda01.html,208,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Nate_Renfro_2020,Nate Renfro,F,UFA,SAS,Did not play,,/players/r/renfrna01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Matt_Ryan_2020,Matt Ryan,F,UFA,DEN,Did not play,BOS,/players/r/ryanma01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Olivier_Sarr_2020,Olivier Sarr,C,UFA,OKC,Did not play,OKC,/players/s/sarrol01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jordan_Schakel_2020,Jordan Schakel,F,UFA,WAS,Did not play,WAS,/players/s/schakjo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Admiral_Schofield_2020,Admiral Schofield,G-F,UFA,ORL,Did not play,ORL,/players/s/schofad01.html,241,6-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,517,981",0.0,2020
Tre_Scott_2020,Tre Scott,F,UFA,CLE,Did not play,CLE,/players/s/scotttr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Devontae_Shuler_2020,Devontae Shuler,G,UFA,WAS,Did not play,,/players/s/shulede01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Aamir_Simms_2020,Aamir Simms,F,UFA,NYK,Did not play,,/players/s/simmsaa01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Zavier_Simpson_2020,Zavier Simpson,G,UFA,OKC,Did not play,OKC,/players/s/simpsza01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Javonte_Smart_2020,Javonte Smart,G,UFA,MIA,Did not play,MIL,/players/s/smartja01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dru_Smith_2020,Dru Smith,G,UFA,MIA,Did not play,,/players/s/smithdr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Xavier_Sneed_2020,Xavier Sneed,F,UFA,CHO,Did not play,MEM,/players/s/sneedxa01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Nik_Stauskas_2020,Nik Stauskas,G,UFA,DEN,Did not play,BOS,/players/s/stausni01.html,205,6-6,27.0,Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),,,,,,,,,,,,0,0.0,2020
DJ_Steward_2020,DJ Steward,G,UFA,SAC,Did not play,,/players/s/stewadj01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
D_J_Stewart_Jr_2020,D. J. Stewart Jr.,G,UFA,MIA,Did not play,SAS,/players/s/stewadj02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
David_Stockton_2020,David Stockton,G,UFA,MEM,Did not play,,/players/s/stockda01.html,165,5-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Keifer_Sykes_2020,Keifer Sykes,G,UFA,IND,Did not play,IND,/players/s/sykeske01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Anthony_Tarke_2020,Anthony Tarke,G,UFA,DET,Did not play,,/players/t/tarkean01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Terry_Taylor_2020,Terry Taylor,G-F,UFA,IND,Did not play,IND,/players/t/taylote01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MaCio_Teague_2020,MaCio Teague,G,UFA,UTA,Did not play,,/players/t/teaguma02.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Emanuel_Terry_2020,Emanuel Terry,F,UFA,SAC,Did not play,PHO,/players/t/terryem01.html,220,6-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Jon_Teske_2020,Jon Teske,C,UFA,ORL,Did not play,MEM,/players/t/teskejo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Ethan_Thompson_2020,Ethan Thompson,G,UFA,CHI,Did not play,,/players/t/thompet01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Jeremiah_Tilmon_2020,Jeremiah Tilmon,C,UFA,ORL,Did not play,,/players/t/tilmoje01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Breein_Tyree_2020,Breein Tyree,G,UFA,TOR,Did not play,,/players/t/tyreebr01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Luca_Vildoza_2020,Luca Vildoza,G,UFA,NYK,Did not play,MIL,/players/v/vildolu01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Christian_Vital_2020,Christian Vital,G,UFA,HOU,Did not play,,/players/v/vitalch01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Ish_Wainright_2020,Ish Wainright,F,UFA,TOR,Did not play,PHO,/players/w/wainris01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MJ_Walker_2020,M.J. Walker,G,UFA,NYK,Did not play,,/players/w/walkemj01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Derrick_Walton_2020,Derrick Walton,G,UFA,DET,Did not play,DET,/players/w/waltode01.html,189,6-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2020
Ibi_Watson_2020,Ibi Watson,G,UFA,ATL,Did not play,,/players/w/watsoib01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Romeo_Weems_2020,Romeo Weems,F,UFA,MEM,Did not play,,/players/w/weemsro01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Moses_Wright_2020,Moses Wright,F,UFA,LAC,Did not play,LAC,/players/w/wrighmo01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
