,Name,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,ID,Team,SalClean,FG%_,FT%_,TS%_,3P%_,G_pct,GS_pct,GS/G,Sal_class,Sal_class_predict,Sal_class_predict_proba,Height,Weight,Surplus_value,SalFinal,Max_proba
0,Precious Achiuwa,C,22,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,0.259,6.9,2.3,-2.6,-0.6,21.7,2.1,0.217,-2.0,8.7,0.4,12.7,1.1,11.3,14.9,0.503,18.5,-0.2,2.5,0.07,/players/a/achiupr01.html,TOR,2.71128,0.468,0.898,0.624,0.411,0.8902439024390244,0.3414634146341463,0.3835616438356164,0,0,"[0.29808141957994094, 0.2604074834840338, 0.1955780169102717, 0.1468264026395242, 0.07346644161873699, 0.01893314449582291, 0.006707091271667654]",6-8,225,0.0,2.71128,0.29808141957994094
1,Steven Adams,C,28,76,75,26.3,2.8,5.1,0.547,0.0,0.0,0.0,2.8,5.0,0.548,0.547,1.4,2.6,0.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9,0.003,16.1,2.7,2.0,1.0,22.0,3.0,0.518,1.0,17.9,3.8,17.6,1.6,19.6,19.9,0.56,12.0,2.0,6.8,0.163,/players/a/adamsst01.html,MEM,17.073171,0.537,0.875,0.651,0.375,0.926829268292683,0.9146341463414634,0.986842105263158,15,15,"[0.09977097887264068, 0.15631517341903847, 0.177496093977066, 0.18502685475228303, 0.17993564684185273, 0.15056491620518514, 0.05089033593193278]",6-11,265,0.0,17.073171,0.18502685475228303
2,Bam Adebayo,C,24,56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,0.008,17.5,2.6,3.8,2.1,26.1,3.5,0.466,1.7,8.7,3.6,21.8,2.2,14.4,17.5,0.608,25.0,2.7,7.2,0.188,/players/a/adebaba01.html,MIA,28.10355,0.471,0.844,0.595,0.398,0.6829268292682927,0.6829268292682927,1.0,25,30,"[0.02398222249742559, 0.06369025728471804, 0.10485653988575862, 0.12265917101681166, 0.1826376285202449, 0.2323389052983905, 0.26983527549665115]",6-9,255,1.8964500000000015,28.10355,0.26983527549665115
3,Santi Aldama,PF,21,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,0.364,7.7,2.5,-5.7,-1.5,16.1,0.4,0.242,-4.2,9.4,-0.1,10.2,0.8,9.9,12.6,0.452,18.4,-0.3,0.3,0.044,/players/a/aldamsa01.html,MEM,1.99452,0.464,0.819,0.623,0.412,0.3902439024390244,0.0,0.0,0,0,"[0.5207100778479277, 0.2652865140413285, 0.1139360317832468, 0.06998953335495559, 0.02688962886415269, 0.0019243089226053014, 0.0012639051857820706]",6-11,224,0.0,1.99452,0.5207100778479277
4,LaMarcus Aldridge,C,36,47,12,22.3,5.4,9.7,0.55,0.3,1.0,0.304,5.1,8.8,0.578,0.566,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7,12.9,0.1,6.3,4.0,0.7,-0.6,18.7,1.0,0.223,1.3,7.8,2.1,19.6,0.6,8.0,13.4,0.604,22.4,0.7,3.1,0.141,/players/a/aldrila01.html,BRK,2.641691,0.516,0.832,0.628,0.434,0.573170731707317,0.1463414634146341,0.2553191489361702,0,15,"[0.13724627207170229, 0.20740653221127164, 0.221261778228397, 0.2293189931849563, 0.13491204524250996, 0.0534211414025741, 0.01643323765858835]",6-11,250,12.358309,2.641691,0.2293189931849563
5,Nickeil Alexander-Walker,SG,23,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,0.497,16.1,1.5,-2.9,-1.1,11.5,1.1,0.16,-1.8,2.7,-1.1,10.5,1.5,11.3,7.1,0.475,24.1,-0.3,0.1,0.003,/players/a/alexani01.html,UTA,3.26148,0.442,0.867,0.574,0.357,0.7926829268292683,0.2560975609756097,0.3230769230769231,0,0,"[0.30636606993447313, 0.23947485081728148, 0.1957777761403987, 0.14873362563009687, 0.08067936400114756, 0.021149807039494144, 0.007818506437106293]",6-6,205,0.0,3.26148,0.30636606993447313
6,Grayson Allen,SG,26,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.5,2.7,0.533,0.588,1.0,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,0.684,7.6,1.0,0.5,-0.2,10.9,1.4,0.13,0.6,1.9,2.8,12.7,1.2,6.7,6.5,0.609,15.2,1.1,4.2,0.11,/players/a/allengr01.html,MIL,4.054695,0.493,0.76,0.569,0.336,0.8048780487804879,0.7439024390243902,0.9242424242424242,0,10,"[0.10552064567188497, 0.18346231123986537, 0.21572322321346102, 0.2073423522033532, 0.1546551677434237, 0.1023538858267538, 0.0309424141012589]",6-4,198,5.945305,4.054695,0.21572322321346102
7,Jarrett Allen,C,23,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,0.018,8.2,3.7,3.9,1.2,24.5,3.0,0.428,2.7,12.0,5.4,23.0,1.2,12.7,18.4,0.698,18.1,2.7,8.5,0.225,/players/a/allenja01.html,CLE,20.0,0.528,0.706,0.624,0.362,0.6829268292682927,0.6829268292682927,1.0,20,25,"[0.030505439078175614, 0.07191017580788445, 0.12484904650026973, 0.14782350883809417, 0.2189099193582651, 0.24311163959770885, 0.16289027081960303]",6-11,243,5.0,20.0,0.24311163959770885
8,Jose Alvarado,PG,23,54,1,15.4,2.4,5.4,0.446,0.6,2.0,0.291,1.8,3.4,0.538,0.5,0.7,1.0,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1,0.374,26.9,0.8,1.9,2.4,10.2,1.1,0.18,-0.5,3.2,1.0,16.4,4.2,11.2,6.6,0.52,18.4,0.8,2.1,0.121,/players/a/alvarjo01.html,NOP,1.5,0.447,0.902,0.622,0.389,0.6585365853658537,0.0121951219512195,0.0185185185185185,0,0,"[0.3924161139619447, 0.28593067167666014, 0.14594304027109742, 0.11327718072270905, 0.04856148337025261, 0.010191375720225259, 0.0036801342771115094]",6-0,179,0.0,1.5,0.3924161139619447
9,Justin Anderson,SF,28,16,6,19.8,2.3,5.9,0.379,0.9,3.7,0.254,1.3,2.3,0.583,0.458,0.9,1.2,0.789,0.3,2.6,2.9,2.1,0.5,0.4,0.5,1.4,6.4,0.621,14.2,1.7,-3.2,-1.3,15.0,0.2,0.2,-1.9,1.4,0.2,10.4,1.2,7.2,8.1,0.493,15.1,-0.1,0.4,0.054,/players/a/anderju01.html,IND,0.445828,0.502,0.707,0.578,0.538,0.1951219512195122,0.073170731707317,0.375,0,0,"[0.48189834585319263, 0.2806828380633176, 0.1287204885415909, 0.07574379134681038, 0.02935280184716351, 0.002269750477222023, 0.001331983870702822]",6-6,230,0.0,0.445828,0.48189834585319263
10,Kyle Anderson,PF,28,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,0.232,16.2,2.7,1.2,2.1,21.6,2.5,0.224,-0.9,4.8,1.0,14.4,2.5,12.1,13.0,0.506,16.2,1.2,3.5,0.113,/players/a/anderky01.html,MEM,9.93715,0.442,0.768,0.542,0.311,0.8414634146341463,0.1341463414634146,0.1594202898550724,5,5,"[0.23229509806137322, 0.27479965184943494, 0.2110466753213025, 0.17030152523365064, 0.07488429844791218, 0.02882699915728566, 0.007845751929040534]",6-9,230,0.0,9.93715,0.27479965184943494
11,Giannis Antetokounmpo,PF,27,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15.0,0.616,0.582,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,0.194,31.7,4.0,11.2,3.5,30.4,3.7,0.615,7.6,6.6,9.2,32.1,1.6,12.2,18.7,0.633,34.9,7.4,12.9,0.281,/players/a/antetgi01.html,MIL,39.34497,0.536,0.58,0.558,0.0,0.8170731707317073,0.8170731707317073,1.0,30,30,"[0.004308987016736928, 0.013152793382801248, 0.02951333783715005, 0.03844388845502698, 0.07632230504161328, 0.31307891040865043, 0.5251797778580185]",6-11,242,0.0,39.34497,0.5251797778580185
12,Thanasis Antetokounmpo,SF,29,48,6,9.9,1.5,2.7,0.547,0.0,0.3,0.143,1.4,2.4,0.596,0.555,0.6,1.0,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,0.109,6.5,2.4,-3.5,-0.1,13.4,0.5,0.359,-3.5,9.2,0.4,12.5,1.6,14.9,11.3,0.577,15.7,-0.2,0.9,0.095,/players/a/antetth01.html,MIL,1.729217,0.477,0.801,0.599,0.403,0.5853658536585366,0.073170731707317,0.125,0,0,"[0.5153164241835094, 0.2670623570323892, 0.1168296438206603, 0.07038263275082227, 0.02720196795415295, 0.001955651590302788, 0.0012513226681622894]",6-6,219,0.0,1.729217,0.5153164241835094
13,Carmelo Anthony,PF,37,69,3,26.0,4.6,10.5,0.441,2.2,5.8,0.375,2.5,4.7,0.521,0.544,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3,0.549,5.6,2.6,-0.5,-0.8,13.5,1.4,0.22,0.4,3.7,2.2,14.8,1.3,6.9,8.6,0.579,20.4,0.7,3.6,0.097,/players/a/anthoca01.html,LAL,2.641691,0.5,0.802,0.601,0.379,0.8414634146341463,0.0365853658536585,0.0434782608695652,0,15,"[0.1225497333080719, 0.20198722060518567, 0.22292249807381753, 0.23925704628662667, 0.1376222469952619, 0.0575016565121679, 0.01815959821886807]",6-7,238,12.358309,2.641691,0.23925704628662667
14,Cole Anthony,PG,21,65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,0.429,28.9,0.8,-1.2,-0.6,16.2,1.7,0.277,-0.6,1.6,-0.1,13.5,1.1,14.2,8.9,0.519,25.1,0.4,1.6,0.038,/players/a/anthoco01.html,ORL,3.4494,0.622,0.699,0.645,0.342,0.7926829268292683,0.7926829268292683,1.0,0,20,"[0.0578251812446451, 0.08122727921744613, 0.14327750818747054, 0.15183813931095952, 0.2618919839301451, 0.19070466234904426, 0.11323524576028918]",6-2,185,16.5506,3.4494,0.2618919839301451
15,OG Anunoby,SF,24,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,0.455,11.0,1.4,0.5,0.1,12.6,1.9,0.169,0.4,4.4,1.8,14.8,2.1,9.7,8.3,0.549,20.5,1.1,3.7,0.104,/players/a/anunoog01.html,TOR,16.071429,0.48,0.856,0.566,0.391,0.5853658536585366,0.5853658536585366,1.0,15,20,"[0.04411065152237217, 0.0986228617482668, 0.1556879693988832, 0.1659102986073297, 0.24991447384333845, 0.12827789180436172, 0.15747585307544829]",6-7,232,3.9285710000000016,16.071429,0.24991447384333845
16,Ryan Arcidiacono,PG,27,10,0,7.6,0.6,1.2,0.5,0.4,0.9,0.444,0.2,0.3,0.667,0.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6,0.75,7.5,0.0,-4.6,0.0,11.5,0.1,0.0,-4.6,0.0,0.0,6.1,0.7,20.0,5.7,0.667,8.6,-0.1,0.1,0.052,/players/a/arcidry01.html,NYK,0.791798,0.479,0.707,0.564,0.34,0.1219512195121951,0.0,0.0,0,0,"[0.5216966542091331, 0.2652607035816236, 0.11389469840929572, 0.06968003813948724, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",6-3,195,0.0,0.791798,0.5216966542091331
17,Trevor Ariza,SF,36,24,11,19.3,1.4,4.1,0.333,0.8,3.1,0.27,0.5,1.0,0.52,0.434,0.4,0.8,0.556,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8,4.0,0.747,7.5,1.2,-3.4,-0.2,16.7,0.4,0.182,-3.3,2.3,-0.2,7.0,1.3,9.3,9.5,0.449,11.0,-0.2,0.2,0.02,/players/a/arizatr01.html,LAL,2.641691,0.44,0.825,0.578,0.414,0.2926829268292683,0.1341463414634146,0.4583333333333333,0,0,"[0.49475197453432623, 0.2750628446685365, 0.12428800897747716, 0.07400360183111482, 0.028489042842136342, 0.0021014124512052077, 0.00130311469520324]",6-8,215,0.0,2.641691,0.49475197453432623
18,D.J. Augustin,PG,34,55,2,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,0.739,16.8,0.1,-3.6,-2.4,7.0,0.1,0.194,-1.2,1.4,0.7,9.7,0.9,18.9,4.2,0.61,14.3,-0.4,0.8,0.043,/players/a/augusdj01.html,LAL,7.622467,0.452,0.735,0.604,0.441,0.6707317073170732,0.024390243902439,0.0363636363636363,5,0,"[0.5127815000118273, 0.2687531082203323, 0.11660521637157881, 0.07114037173480421, 0.027363191195770995, 0.0020550453604117353, 0.0013015671052736982]",5-11,183,-2.6224670000000003,7.622467,0.5127815000118273
19,Deni Avdija,SF,21,82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4,0.447,11.8,1.9,-1.7,0.4,20.5,1.8,0.235,-2.1,3.0,0.6,11.6,1.5,12.0,11.9,0.536,16.3,0.1,2.4,0.058,/players/a/avdijde01.html,WAS,4.69284,0.576,0.67,0.628,0.409,1.0,0.0975609756097561,0.0975609756097561,0,0,"[0.31880781566245747, 0.2694066126390768, 0.1889703399685186, 0.13597222386440827, 0.06546816097754916, 0.015701337713561046, 0.005673509174426507]",6-9,210,0.0,4.69284,0.31880781566245747
20,Joel Ayayi,SG,21,7,0,2.9,0.1,0.9,0.167,0.0,0.1,0.0,0.1,0.7,0.2,0.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.167,25.4,0.0,-6.0,-1.7,10.9,0.0,0.0,-4.3,5.6,0.0,3.4,0.0,0.0,8.3,0.167,13.3,0.0,0.0,-0.098,/players/a/ayayijo01.html,WAS,0.0,0.455,0.766,0.568,0.357,0.0853658536585365,0.0,0.0,0,0,"[0.521739040023634, 0.2655335753573897, 0.11392482712897076, 0.06932945199426846, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-5,180,0.0,0.0,0.521739040023634
21,Deandre Ayton,C,23,58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,0.027,7.6,2.1,2.8,0.6,27.1,3.1,0.204,2.2,9.6,4.1,21.9,1.1,10.7,18.6,0.656,21.4,2.1,7.3,0.203,/players/a/aytonde01.html,PHO,12.63295,0.445,0.891,0.599,0.429,0.7073170731707317,0.7073170731707317,1.0,10,25,"[0.026338994583904096, 0.06635000000601339, 0.13374438056548177, 0.1646306351546806, 0.23866742642347094, 0.24220127901110447, 0.1280672842553453]",6-11,250,12.36705,12.63295,0.24220127901110447
22,Udoka Azubuike,C,22,17,6,11.5,2.2,2.9,0.755,0.0,0.0,,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,0.0,0.0,5.0,-1.4,0.4,28.8,0.3,0.224,-1.8,10.5,0.3,17.6,0.3,18.2,19.9,0.743,14.7,0.0,0.6,0.157,/players/a/azubuud01.html,UTA,2.07588,0.534,0.778,0.588,0.0,0.2073170731707317,0.073170731707317,0.3529411764705882,0,0,"[0.5135773950801812, 0.26726145208195806, 0.11734194730529934, 0.07133757672958285, 0.02724742979766727, 0.0019783827458292455, 0.001255816259481222]",6-10,280,0.0,2.07588,0.5135773950801812
23,Marvin Bagley III,PF,22,48,25,23.9,4.7,9.3,0.504,0.5,2.0,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9,11.3,0.217,5.2,1.4,-2.3,-1.8,22.6,0.9,0.226,-0.5,9.7,1.2,15.7,0.9,7.4,16.0,0.551,19.8,-0.1,2.0,0.085,/players/b/baglema01.html,DET,11.312114,0.399,0.832,0.519,0.35,0.5853658536585366,0.3048780487804878,0.5208333333333334,10,5,"[0.22971178913682616, 0.24509377167163204, 0.2111430704392881, 0.1785716484244925, 0.09762420495294466, 0.02787767013094181, 0.009977845243874406]",6-11,235,-1.3121139999999993,11.312114,0.24509377167163204
24,LaMelo Ball,PG,20,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,0.451,35.7,1.2,3.4,0.2,17.4,2.5,0.194,3.3,4.7,3.4,19.7,2.4,15.3,11.0,0.554,28.2,3.3,5.8,0.116,/players/b/ballla01.html,CHO,8.23176,0.464,0.423,0.51,0.245,0.9146341463414634,0.9146341463414634,1.0,5,30,"[0.01064876598994308, 0.0314350137778317, 0.06659025887322509, 0.07743138757475534, 0.14990781290553157, 0.3086939769020116, 0.35529278397670216]",6-7,180,21.76824,8.23176,0.35529278397670216
25,Lonzo Ball,PG,24,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,0.679,20.0,2.2,2.5,1.6,14.3,1.4,0.073,0.9,3.3,0.8,14.5,2.6,17.2,8.8,0.575,17.4,1.4,2.2,0.088,/players/b/balllo01.html,CHI,18.604651,0.445,0.876,0.584,0.372,0.4268292682926829,0.4268292682926829,1.0,15,20,"[0.07388845454304571, 0.11587713910051484, 0.15912753628180712, 0.16389207303224196, 0.22345564264606024, 0.12016522052149053, 0.1435939338748408]",6-6,190,1.3953489999999995,18.604651,0.22345564264606024
26,Mo Bamba,C,23,71,69,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.566,0.8,1.0,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,0.455,7.4,5.9,0.7,0.9,24.6,2.7,0.118,-0.2,8.5,1.8,16.5,1.0,10.6,16.5,0.582,17.2,1.2,4.5,0.118,/players/b/bambamo01.html,ORL,7.568742,0.617,0.589,0.63,0.333,0.8658536585365854,0.8414634146341463,0.971830985915493,5,10,"[0.10064682885565676, 0.1732873609339313, 0.20393199122308697, 0.19561220319600295, 0.16870011924178932, 0.11879815615929896, 0.03902334039023374]",7-0,231,2.4312579999999997,7.568742,0.20393199122308697
27,Desmond Bane,SF,23,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,0.475,13.5,1.1,2.7,0.3,13.6,2.7,0.141,2.5,2.1,4.5,17.6,1.9,8.7,7.7,0.592,23.1,2.7,7.2,0.153,/players/b/banede01.html,MEM,2.03316,0.431,0.778,0.546,0.353,0.926829268292683,0.926829268292683,1.0,0,25,"[0.019797643837018774, 0.053560557313112905, 0.11084728655429821, 0.1355094449769303, 0.20555720632952323, 0.265573814540361, 0.2091540464487555]",6-5,215,22.96684,2.03316,0.265573814540361
28,Dalano Banton,PG,22,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,0.252,19.8,1.4,-3.1,0.4,14.1,0.8,0.218,-3.5,5.6,-0.4,10.0,2.0,19.3,9.7,0.463,16.9,-0.2,0.4,0.03,/players/b/bantoda01.html,TOR,0.925258,0.512,0.732,0.603,0.354,0.7804878048780488,0.0121951219512195,0.015625,0,0,"[0.5214052766412012, 0.265774179368694, 0.11399782471484887, 0.06938777180899862, 0.026358379767538107, 0.0018570289806933993, 0.001219538718024423]",6-9,204,0.0,0.925258,0.5214052766412012
29,Cat Barber,PG,27,3,0,4.3,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,26.7,0.0,-23.5,-7.6,16.7,0.0,1.0,-15.8,8.5,-0.1,-11.2,0.0,14.8,12.6,0.0,22.7,-0.1,-0.1,-0.45,/players/b/barbeca01.html,ATL,0.053176,0.394,0.765,0.542,0.378,0.0365853658536585,0.0,0.0,0,0,"[0.5105546628101743, 0.25622794607555927, 0.11722879527974425, 0.07635762612564975, 0.03356183813363064, 0.00386844464202264, 0.0022006869332183284]",6-2,190,0.0,0.053176,0.5105546628101743
30,Harrison Barnes,PF,29,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,0.432,10.5,0.5,0.2,-1.3,14.9,1.0,0.495,1.5,3.4,5.0,15.7,1.0,10.4,9.1,0.623,18.8,1.4,6.0,0.112,/players/b/barneha02.html,SAC,20.284091,0.515,0.715,0.543,0.231,0.9390243902439024,0.9390243902439024,1.0,20,20,"[0.02608164004757271, 0.06451794358819822, 0.13671335092937745, 0.15830726661924405, 0.2750044569379493, 0.2113017670633688, 0.1280735748142908]",6-8,225,0.0,20.284091,0.2750044569379493
31,Scottie Barnes,PF,20,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,0.207,14.7,2.1,0.9,0.4,15.8,2.9,0.231,0.5,7.7,3.7,16.3,1.5,11.7,11.5,0.552,19.0,1.9,6.6,0.122,/players/b/barnesc01.html,TOR,7.2804,0.434,0.903,0.592,0.413,0.902439024390244,0.902439024390244,1.0,5,20,"[0.02477912897099032, 0.062048177673564936, 0.1335568517868246, 0.1493386156036936, 0.25552407103284086, 0.17876178740527415, 0.19599136752681262]",6-9,227,12.7196,7.2804,0.25552407103284086
32,RJ Barrett,SF,21,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,0.338,14.9,0.7,-1.6,-1.3,15.5,2.2,0.34,-0.3,2.9,0.1,13.7,0.9,9.9,9.1,0.511,27.6,0.2,2.3,0.046,/players/b/barrerj01.html,NYK,8.62392,0.595,0.694,0.622,0.0,0.8536585365853658,0.8536585365853658,1.0,5,30,"[0.04007060271623744, 0.06284386437346895, 0.10500580922611749, 0.1058702956878895, 0.19878127138488877, 0.15982133355672928, 0.3276068230546693]",6-6,214,21.37608,8.62392,0.3276068230546693
33,Will Barton,SG,31,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,0.48,17.6,1.2,-0.5,-0.9,14.1,1.9,0.142,0.4,2.2,1.2,13.4,1.2,11.8,8.3,0.548,20.8,0.9,3.2,0.067,/players/b/bartowi01.html,DEN,15.625,0.476,0.86,0.57,0.417,0.8658536585365854,0.8658536585365854,1.0,15,20,"[0.04318257470021004, 0.08410093712579111, 0.1587655386529784, 0.17244827892129194, 0.2757690465015831, 0.19128325688640532, 0.07445036721174006]",6-6,181,4.375,15.625,0.2757690465015831
34,Paris Bass,SF,26,2,0,3.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,0.333,0.0,0.0,-12.4,-1.2,29.9,0.0,0.333,-11.2,31.5,0.0,13.9,6.9,22.5,30.6,0.436,54.6,0.0,0.0,-0.17,/players/b/basspa01.html,PHO,0.106352,0.454,0.708,0.532,0.356,0.024390243902439,0.0,0.0,0,0,"[0.5057583466797019, 0.25346947904244793, 0.11816130882177334, 0.0764465418636138, 0.036474952540748375, 0.005197791817858343, 0.004491579233855167]",6-8,200,0.0,0.106352,0.5057583466797019
35,Charles Bassey,PF,21,23,0,7.3,1.3,2.0,0.638,0.0,0.2,0.0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,0.085,6.5,9.1,1.9,2.2,26.1,0.3,0.255,-0.3,14.9,0.4,21.5,1.5,13.3,20.6,0.66,16.1,0.2,0.8,0.22,/players/b/bassech01.html,PHI,0.925258,0.413,0.773,0.546,0.342,0.2804878048780488,0.0,0.0,0,0,"[0.4587418393651375, 0.2666258959292043, 0.1281799991176865, 0.0924378282285803, 0.04337854675128722, 0.007491276342691564, 0.0031446142654107975]",6-11,235,0.0,0.925258,0.4587418393651375
36,Keita Bates-Diop,SF,26,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,0.209,5.7,1.2,-2.6,-0.5,18.7,1.0,0.232,-2.1,6.8,0.6,12.4,1.4,13.4,12.7,0.578,14.8,-0.1,1.6,0.08,/players/b/bateske01.html,SAS,1.729217,0.464,0.905,0.635,0.451,0.7195121951219512,0.1707317073170731,0.2372881355932203,0,0,"[0.48782792881187415, 0.27839192269154495, 0.12333449725574425, 0.07719431539832317, 0.02913172194994809, 0.002594715823015847, 0.0015248980695486318]",6-8,229,0.0,1.729217,0.48782792881187415
37,Nicolas Batum,PF,33,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,0.698,9.7,2.4,2.3,1.8,15.8,2.1,0.098,0.5,2.2,1.6,13.5,1.9,9.0,9.2,0.608,13.3,1.6,3.7,0.123,/players/b/batumni01.html,LAC,12.026998,0.568,0.557,0.578,0.25,0.7195121951219512,0.6585365853658537,0.9152542372881356,10,5,"[0.15588497145176403, 0.23544734492356956, 0.22164076947458242, 0.1922883551947079, 0.11519447406389197, 0.06164230905807845, 0.017901775833405482]",6-8,230,-2.0269980000000007,12.026998,0.23544734492356956
